파일경로,파일명,제목,아티스트,연도,장르,추천장르,Spotify_인기도,Spotify_URL,검색_결과
/Users/mac/Downloads/djing/A-Ha - Take On Me (DJ Mighty Quantized Edit) (Clean).mp3,A-Ha - Take On Me (DJ Mighty Quantized Edit) (Clean).mp3,Take On Me (DJ Mighty Quantized Edit) (Clean),A-Ha,1985.0,Pop / New Wave / Synthpop,,90,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bktherula - Adult Swim (Dirty).mp3,Bktherula - Adult Swim (Dirty).mp3,Adult Swim (Dirty),Bktherula,2024.0,Hip Hop,,46,https://open.spotify.com/track/0aVG3mmGxMBKpOXG86kfyK,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Twenty One Pilots - Stressed Out (Clean).mp3,Twenty One Pilots - Stressed Out (Clean).mp3,Stressed Out (Clean),Twenty One Pilots,2015.0,Alternative Hip Hop / Rap Rock / Psychedelic Pop,,89,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Queen - We Will Rock You (Clean).mp3,Queen - We Will Rock You (Clean).mp3,We Will Rock You (Clean),Queen,1977.0,Rock / Classic Rock / Arena Rock,,47,https://open.spotify.com/track/2yrKB2EshkmDvO8zoA6GvS,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lady O - Okay (Dirty).mp3,Lady O - Okay (Dirty).mp3,Okay (Dirty),Lady O,2024.0,Hip Hop,,21,https://open.spotify.com/track/7Ly1KwACKS0mloIr5DiksY,발견 (유사도: 0.80)
/Users/mac/Downloads/djing/pH-1 - 주황색 (Feat. 박재범) (Prod. by 코드 쿤스트).mp3,pH-1 - 주황색 (Feat. 박재범) (Prod. by 코드 쿤스트).mp3,주황색 (Feat. 박재범) (Prod. by 코드 쿤스트),pH-1,2018.0,Hip Hop / K-Rap,,37,https://open.spotify.com/track/16IHyrqNVAEg0mHTXxi92C,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/ASH ISLAND - 멜로디.mp3,ASH ISLAND - 멜로디.mp3,멜로디,ASH ISLAND,2021.0,Hip Hop / K-Rap,,52,https://open.spotify.com/track/6JeleVHUHrdvgiFESE33ZU,발견 (유사도: 0.40)
/Users/mac/Downloads/djing/Func Junc - Energy (Dirty).mp3,Func Junc - Energy (Dirty).mp3,Energy (Dirty),Func Junc,2024.0,Hip Hop,,9,https://open.spotify.com/track/00iNfe2uYGonHtD4O371y5,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Ty Dolla Sign ft Jeremih - Dawsin's Breek (Dirty).mp3,Ty Dolla Sign ft Jeremih - Dawsin's Breek (Dirty).mp3,Dawsin's Breek (Dirty),Ty Dolla Sign ft Jeremih,2017.0,R&B / Trap / West Coast,,37,https://open.spotify.com/track/3z9xNouuYUaVLizmZdVkpR,발견 (유사도: 0.80)
/Users/mac/Downloads/djing/Snoop Dogg - Peaches N Cream (CLEAN).mp3,Snoop Dogg - Peaches N Cream (CLEAN).mp3,Peaches N Cream (Clean),Snoop Dogg ft Charlie Wilson,2015.0,Hip Hop / G-Funk / West Coast,,46,https://open.spotify.com/track/4lcpWCMFXNhvqNIQhB6yDv,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Bri Biase - Everybody (Dirty).mp3,Bri Biase - Everybody (Dirty).mp3,Everybody (Dirty),Bri Biase,2025.0,Hip Hop,,12,https://open.spotify.com/track/16GFE4PwxpxoIZFsNzjfaO,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Fireboy DML - OH MY (Dirty).mp3,Fireboy DML - OH MY (Dirty).mp3,OH MY (Dirty),Fireboy DML,2023.0,Afrobeats / Afro Pop / Dancehall,,47,https://open.spotify.com/track/5ms1yX1DJXb0TT2Z5cbgSq,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Oasis - She's Electric (Clean).mp3,Oasis - She's Electric (Clean).mp3,She's Electric (Clean),Oasis,2018.0,Rock / Britpop,,16,https://open.spotify.com/track/7zstmK6nTu4S1fWNAwoyAl,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Eminem - Not Afraid (Dirty).mp3,Eminem - Not Afraid (Dirty).mp3,Not Afraid (Dirty),Eminem,2010.0,Hip Hop / Rap / Pop-Rap,,82,https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Kid Cudi ft Lil Yachty - TOO DAMN HIGH (Dirty).mp3,Kid Cudi ft Lil Yachty - TOO DAMN HIGH (Dirty).mp3,TOO DAMN HIGH (Dirty),Kid Cudi ft Lil Yachty,2024.0,Hip Hop / Psychedelic Rap,,45,https://open.spotify.com/track/5DZHW9R4WldaenHCUtM8KC,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Oasis - Wonderwall (Clean).mp3,Oasis - Wonderwall (Clean).mp3,Wonderwall (Clean),Oasis,1995.0,Rock / Britpop / Alternative,,58,https://open.spotify.com/track/41tTCXOzxSWAoVrfeIIh8x,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Latto ft BabyDrill - ISSA PARTY (Dirty).mp3,Latto ft BabyDrill - ISSA PARTY (Dirty).mp3,ISSA PARTY (Dirty),Latto ft BabyDrill,2023.0,Hip Hop / Trap,,48,https://open.spotify.com/track/4hrd3G5XnJzDC5LZw0Fwgu,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Arizona Zervas & Swae Lee - ROXANNE (Remix).mp3,Arizona Zervas & Swae Lee - ROXANNE (Remix).mp3,ROXANNE (Remix),Arizona Zervas & Swae Lee,2020.0,Pop / Hip Hop / R&B,,77,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Crime Mob - Knuck If You Buck (Dirty).mp3,Crime Mob - Knuck If You Buck (Dirty).mp3,Knuck If You Buck (Dirty),Crime Mob,2007.0,Hip Hop / Crunk / Southern,,66,https://open.spotify.com/track/0RZXNlGPvfMo54fd6uCvAT,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Kali Uchis - Moonlight (Clean).mp3,Kali Uchis - Moonlight (Clean).mp3,Moonlight (Clean),Kali Uchis,2023.0,R&B / Neo Soul / Pop Soul,,83,https://open.spotify.com/track/0JmnkIqdlnUzPaf8sqBRs3,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Keyshia Cole - I Choose You (Clean).mp3,Keyshia Cole - I Choose You (Clean).mp3,I Choose You (Clean),Keyshia Cole,2012.0,R&B / Soul / Pop,,26,https://open.spotify.com/track/5nNew4FeZ727NpYpIW2y7P,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/YG ft Chris Brown & Tyga - Rodeo (Dirty).mp3,YG ft Chris Brown & Tyga - Rodeo (Dirty).mp3,Rodeo (Dirty),YG ft Chris Brown & Tyga,2020.0,Hip Hop / Trap / West Coast,,43,https://open.spotify.com/track/04gB2NYWm9swlor2ZPcB9k,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Little Mix ft Nicki Minaj - Woman Like Me (Dirty).mp3,Little Mix ft Nicki Minaj - Woman Like Me (Dirty).mp3,Woman Like Me (Dirty),Little Mix ft Nicki Minaj,2018.0,Pop / R&B / Dance / Female Audience,,68,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/B Jack$ ft Zeddy Will - Get Jiggy (Dirty).mp3,B Jack$ ft Zeddy Will - Get Jiggy (Dirty).mp3,Get Jiggy (Dirty),B Jack$ ft Zeddy Will,2025.0,Hip Hop / R&B / Jersey Club,,81,https://open.spotify.com/track/55NuTxRk1TyKzpgD8dC1IY,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/2Pac ft Outlawz - Hit 'Em Up (Dirty).mp3,2Pac ft Outlawz - Hit 'Em Up (Dirty).mp3,Hit 'Em Up (Dirty),2Pac ft Outlawz,1996.0,Hip Hop / Gangsta Rap / West Coast,,47,https://open.spotify.com/track/5NLO5Y8BQOEDyrJ6Y906CB,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/BbnoS ft Lentra - mememe (Dirty).mp3,BbnoS ft Lentra - mememe (Dirty).mp3,mememe (Dirty),BbnoS ft Lentra,2020.0,Hip Hop / Rap,,50,https://open.spotify.com/track/5Ii1kY2dSOyMZpRGFa6NxO,발견 (유사도: 0.92)
/Users/mac/Downloads/djing/Big K.R.I.T. ft Lil Wayne & Saweetie - Addiction (Dirty).mp3,Big K.R.I.T. ft Lil Wayne & Saweetie - Addiction (Dirty).mp3,Addiction (Dirty),Big K.R.I.T. ft Lil Wayne & Saweetie,2019.0,Hip Hop / Southern / Dirty South,,43,https://open.spotify.com/track/62TseHr3oK08tbDG5LgdUv,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Young Dolph ft Juicy J & Project Pat - By Mistake (Remix) (Dirty).mp3,Young Dolph ft Juicy J & Project Pat - By Mistake (Remix) (Dirty).mp3,By Mistake (Remix) (Dirty),Young Dolph ft Juicy J & Project Pat,2019.0,Hip Hop / Trap,,65,https://open.spotify.com/track/7tpLBCGQi9oFrfVuaY9gjk,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Plies - Got Em Hatin (Dirty).mp3,Plies - Got Em Hatin (Dirty).mp3,Got Em Hatin (Dirty),Plies,2007.0,Southern Hip Hop / Dirty South / Hip Hop,,8,https://open.spotify.com/track/7qsC4jpnMq9nxdw2h5ea1q,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Honey Cocaine - Coconuts (Dirty).mp3,Honey Cocaine - Coconuts (Dirty).mp3,Coconuts (Dirty),Honey Cocaine,2016.0,Hip Hop / Rap,,15,https://open.spotify.com/track/2n8DBaQEaiz8ZGAIbLFfUC,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Ryan Castro & Peso Pluma & SOG - UN TRIO (Dirty).mp3,Ryan Castro & Peso Pluma & SOG - UN TRIO (Dirty).mp3,UN TRIO (Dirty),Ryan Castro & Peso Pluma & SOG,2025.0,Latin Pop,,71,https://open.spotify.com/track/6i6PpqE9lA5eMYTJX57ZhD,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Doja Cat & Tyga - Freaky Deaky.mp3,Doja Cat & Tyga - Freaky Deaky.mp3,Freaky Deaky,Doja Cat & Tyga,2022.0,Pop / Hip Hop / R&B,,65,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Quavo & Lana Del Rey - Tough (Clean).mp3,Quavo & Lana Del Rey - Tough (Clean).mp3,Tough (Clean),Quavo & Lana Del Rey,2024.0,Country Trap / Alternative Pop / Hip Hop,,76,https://open.spotify.com/track/22DH8NChecsgPxDjA4pqer,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Saweetie - HANDLE MY TRUTH (Quick Hit Dirty).mp3,Saweetie - HANDLE MY TRUTH (Quick Hit Dirty).mp3,HANDLE MY TRUTH (Quick Hit Dirty),Saweetie,2022.0,Hip Hop / Rap,,24,https://open.spotify.com/track/3zgBnJtjDRgGmkHjgUslEu,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tyrese ft.Faith Evans & Rick Ross - Stay [Offcial Remix] [Dirty].mp3,Tyrese ft.Faith Evans & Rick Ross - Stay [Offcial Remix] [Dirty].mp3,Stay [Offcial Remix] [Dirty],Tyrese ft Faith Evans and Rick Ross,2011.0,R&B / Soul / Slow Jam,,34,https://open.spotify.com/track/70lTOuLB4bthLitx3Bkalk,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Maejor ft Ying Yang Twins & Waka Flocka Flame - Tell Daddy (Dirty).mp3,Maejor ft Ying Yang Twins & Waka Flocka Flame - Tell Daddy (Dirty).mp3,Tell Daddy (Dirty),Maejor ft Ying Yang Twins & Waka Flocka Flame,2014.0,Hip Hop / R&B,,22,https://open.spotify.com/track/2g8ZT8b9r2DfphvO8xepSI,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Megan Thee Stallion ft VickeeLo - Ride Or Die (Dirty).mp3,Megan Thee Stallion ft VickeeLo - Ride Or Die (Dirty).mp3,Ride Or Die (Dirty),Megan Thee Stallion ft VickeeLo,2019.0,Hip Hop / Rap / Bounce,,52,https://open.spotify.com/track/6CYyxobulcKumfeV6e2I9g,발견 (유사도: 0.82)
"/Users/mac/Downloads/djing/Dinner Party, Terrace Martin, Robert Glasper, Kamasi Washington & 9th Wonder ft Arin Ray - Breathe (Clean).mp3","Dinner Party, Terrace Martin, Robert Glasper, Kamasi Washington & 9th Wonder ft Arin Ray - Breathe (Clean).mp3",Breathe (Clean),"Dinner Party, Terrace Martin, Robert Glasper, Kamasi Washington & 9th Wonder ft Arin Ray",2023.0,R&B / Neo-Soul / West Coast,,40,https://open.spotify.com/track/5T6MaD8kh2Sj5nUEM4DZXE,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/Big Sean - Who You Are (Superstar) (Dirty).mp3,Big Sean - Who You Are (Superstar) (Dirty).mp3,Who You Are (Superstar) (Dirty),Big Sean,2024.0,Hip Hop,,42,https://open.spotify.com/track/6K6mPhL5lDcYQVu6IMqF06,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lil Tecca ft Lil Yachty - BANK TELLER (Dirty).mp3,Lil Tecca ft Lil Yachty - BANK TELLER (Dirty).mp3,BANK TELLER (Dirty),Lil Tecca ft Lil Yachty,2021.0,Hip Hop / Trap,,49,https://open.spotify.com/track/3IxC6DfVAJ2bANOIliys9G,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Natalie La Rose ft Jeremih - Somebody (Clean).mp3,Natalie La Rose ft Jeremih - Somebody (Clean).mp3,Somebody (Clean),Natalie La Rose ft Jeremih,2015.0,Pop / R&B / Dance / Club,,68,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Arin Ray - The Get Down (Dirty).mp3,Arin Ray - The Get Down (Dirty).mp3,The Get Down (Dirty),Arin Ray,2019.0,R&B / Soul / Neo-Soul,,22,https://open.spotify.com/track/7jWGjydjIZSA1tsGtWW4mF,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nicole Scherzinger ft 50 Cent - Right There (Clean).mp3,Nicole Scherzinger ft 50 Cent - Right There (Clean).mp3,Right There (Clean),Nicole Scherzinger ft 50 Cent,2011.0,Pop / R&B,,55,https://open.spotify.com/track/6ZKOTsLgLGiF6hLVm4W4D2,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Wiz Khalifa - You And Your Friends (DIRTY).mp3,Wiz Khalifa - You And Your Friends (DIRTY).mp3,You And Your Friends (Dirty),"Wiz Khalifa ft Snoop Dogg, Ty Dolla Sign",2014.0,Hip Hop / West Coast,,56,https://open.spotify.com/track/1eL8wZKx7CVJVbZG12becL,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/The Quiett - 한강 gang (Feat. Byung Un & CHANGMO).mp3,The Quiett - 한강 gang (Feat. Byung Un & CHANGMO).mp3,한강 gang (Feat. Byung Un & CHANGMO),The Quiett,2018.0,Hip Hop / K-Rap,,38,https://open.spotify.com/track/4bvaV3t6KwBYG3yiwegm4Q,발견 (유사도: 0.70)
/Users/mac/Downloads/djing/OutKast - Wheelz Of Steel (Dirty).mp3,OutKast - Wheelz Of Steel (Dirty).mp3,Wheelz Of Steel (Dirty),OutKast,1996.0,Alternative Hip Hop / Southern Hip Hop,,54,https://open.spotify.com/track/5qKqRkWnRTXNVWbEOOmGxk,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Jennifer Lopez - On The Floor (Clean).mp3,Jennifer Lopez - On The Floor (Clean).mp3,On The Floor (Clean),Jennifer Lopez,2005.0,Pop / Dance,,85,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Clean Bandit ft Zara Larsson - Symphony (GOOD TROUBLE & DIALYUP Remix) (Clean Extended).mp3,Clean Bandit ft Zara Larsson - Symphony (GOOD TROUBLE & DIALYUP Remix) (Clean Extended).mp3,Symphony (GOOD TROUBLE & DIALYUP Remix) (Clean Extended),Clean Bandit ft Zara Larsson,2020.0,Pop / Dance / EDM,,82,https://open.spotify.com/track/72gv4zhNvRVdQA0eOenCal,발견 (유사도: 0.82)
/Users/mac/Downloads/djing/Nelly feat Chris Brown - Marry Go Round (Dirty).mp3,Nelly feat Chris Brown - Marry Go Round (Dirty).mp3,Marry Go Round (Dirty),Nelly feat Chris Brown,2012.0,Hip Hop / R&B,,42,https://open.spotify.com/track/0FKCn2juc9oNNAwrdFaanq,발견 (유사도: 0.32)
/Users/mac/Downloads/djing/Omarion - Ice Box (Clean).mp3,Omarion - Ice Box (Clean).mp3,Ice Box (Clean),Omarion,2007.0,R&B / Pop / Hip Hop,,62,https://open.spotify.com/track/5qhlC4Rzals34zxovrPzKp,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Flo-Rida - Good Feeling (CLEAN).mp3,Flo-Rida - Good Feeling (CLEAN).mp3,Good Feeling (Clean),Flo-Rida,2011.0,Pop Rap / Electronic,,84,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Internet Money ft Lil Mosey & Lil Tecca - JETSKI (Dirty).mp3,Internet Money ft Lil Mosey & Lil Tecca - JETSKI (Dirty).mp3,JETSKI (Dirty),Internet Money ft Lil Mosey & Lil Tecca,2021.0,Hip Hop / Trap / West Coast,,64,https://open.spotify.com/track/4gtZjfZN7FBrF562pv0K4f,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Christina Milian ft Young Jeezy - Say I (Dirty).mp3,Christina Milian ft Young Jeezy - Say I (Dirty).mp3,Say I (Dirty),Christina Milian ft Young Jeezy,2006.0,R&B / Pop / Dance-Pop,,48,https://open.spotify.com/track/6mJIDSF7S8GNXULodIvBoI,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nicki Minaj ft Swae Lee - Turn Yo Cap Back (Dirty).mp3,Nicki Minaj ft Swae Lee - Turn Yo Cap Back (Dirty).mp3,Turn Yo Cap Back (Dirty),Nicki Minaj ft Swae Lee,2024.0,Hip Hop / Rap,,48,https://open.spotify.com/track/6TYtBk4v0NClXRrTKHy42N,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/DJ Felli Fel ft Kanye West, Ne-Yo, Jermaine Dupri & Fabolous - The Finer Things (Dirty).mp3","DJ Felli Fel ft Kanye West, Ne-Yo, Jermaine Dupri & Fabolous - The Finer Things (Dirty).mp3",The Finer Things (Dirty),"DJ Felli Fel ft Kanye West, Ne-Yo, Jermaine Dupri & Fabolous",2008.0,Hip Hop / Rap,,47,https://open.spotify.com/track/6JaZq3nkVcQTRLqil3RPoe,발견 (유사도: 0.85)
/Users/mac/Downloads/djing/GloRilla ft Megan Thee Stallion - Wanna Be (Dirty).mp3,GloRilla ft Megan Thee Stallion - Wanna Be (Dirty).mp3,Wanna Be (Dirty),GloRilla ft Megan Thee Stallion,2024.0,Hip Hop / Southern Hip Hop,,76,https://open.spotify.com/track/7mOC6phfrfz3jfigg1aGsE,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rema - Dumebi (Clean).mp3,Rema - Dumebi (Clean).mp3,Dumebi (Clean),Rema,2019.0,Afrobeats / Afro Pop / Dancehall,,71,https://open.spotify.com/track/0SjQBdIddPvKSWxr8vk6QX,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/S1MBA ft DTG - Rover (Dirty).mp3,S1MBA ft DTG - Rover (Dirty).mp3,Rover (Dirty),S1MBA ft DTG,2020.0,Hip Hop / Uk / Afrobeats,,72,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/J. Cole - Keep Heaven Dancing (Dirty).mp3,J. Cole - Keep Heaven Dancing (Dirty).mp3,Keep Heaven Dancing (Dirty),J. Cole,2024.0,Hip Hop / Rap / East Coast,,50,https://open.spotify.com/track/6f6wDJJ1Xvi7muiEx99pbh,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Ludacris ft Plies - Nasty Girl (Dirty).mp3,Ludacris ft Plies - Nasty Girl (Dirty).mp3,Nasty Girl (Dirty),Ludacris ft Plies,2009.0,Hip Hop / Southern,,28,https://open.spotify.com/track/6jo9xsnoWbjU0T9g4cNUac,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Jagged Edge ft Fabolous - Trade It All (Dirty).mp3,Jagged Edge ft Fabolous - Trade It All (Dirty).mp3,Trade It All (Dirty),Jagged Edge ft Fabolous,2001.0,Hip Hop / R&B,,43,https://open.spotify.com/track/1x4co3nrqL4kuiqYXh0nJk,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Saweetie ft Drakeo the Ruler - Risky (Dirty).mp3,Saweetie ft Drakeo the Ruler - Risky (Dirty).mp3,Risky (Dirty),Saweetie ft Drakeo the Ruler,2021.0,Hip Hop / Trap / West Coast,,42,https://open.spotify.com/track/4Y0E52nss2ZybjhMpMHTT5,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Zedd & Grey & Maren Morris - The Middle.mp3,Zedd & Grey & Maren Morris - The Middle.mp3,The Middle,Zedd & Grey & Maren Morris,2018.0,Pop / Dance / Edm,,82,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Asake ft Central Cee - Wave (Clean).mp3,Asake ft Central Cee - Wave (Clean).mp3,Wave (Clean),Asake ft Central Cee,2024.0,Hip Hop / Afrobeats / Afro Fusion / UK Drill,,67,https://open.spotify.com/track/7i4m8FybgjufzfvhO7gAKf,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Rod Wave ft Lil Durk - Heart On Ice Remix (Dirty).mp3,Rod Wave ft Lil Durk - Heart On Ice Remix (Dirty).mp3,Heart On Ice Remix (Dirty),Rod Wave ft Lil Durk,2019.0,Hip Hop / R&B / Trap,,52,https://open.spotify.com/track/1h05iubiV1neL2opqMFFhV,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Travis Porter ft Wale - Team Winning [Dirty].mp3,Travis Porter ft Wale - Team Winning [Dirty].mp3,Team Winning [Dirty],Travis Porter ft Wale,2011.0,Hip Hop / Pop Rap / Dirty South,,16,https://open.spotify.com/track/1Ca4CNeakLSK577XkGRaDs,발견 (유사도: 0.60)
/Users/mac/Downloads/djing/Quincy Jones ft Ray Charles & Chaka Khan - I'll Be Good To You (Clean).mp3,Quincy Jones ft Ray Charles & Chaka Khan - I'll Be Good To You (Clean).mp3,I'll Be Good To You (Clean),Quincy Jones ft Ray Charles & Chaka Khan,1989.0,R&B / Funk / Soul,,38,https://open.spotify.com/track/4cLXNwNqXWT1CTR5Gyr7ei,발견 (유사도: 1.00)
"/Users/mac/Downloads/djing/Muzik Junkies, DJ Juan Cuba & Don Chezina - EL DON (Dirty).mp3","Muzik Junkies, DJ Juan Cuba & Don Chezina - EL DON (Dirty).mp3",EL DON (Dirty),"Muzik Junkies, DJ Juan Cuba & Don Chezina",2024.0,Latin Pop / EDM,,6,https://open.spotify.com/track/0BOw6dYApxd99mQd8Uianv,발견 (유사도: 0.88)
/Users/mac/Downloads/djing/J Boog - Let's Do It Again (Clean).mp3,J Boog - Let's Do It Again (Clean).mp3,Let's Do It Again (Clean),J Boog,2010.0,Reggae / Island Pop / Pacific / Summer,,65,https://open.spotify.com/track/2hU6oM0KUN1gzBf8PY0MOD,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Kali Uchis & SZA - fue mejor (Dirty).mp3,Kali Uchis & SZA - fue mejor (Dirty).mp3,fue mejor (Dirty),Kali Uchis & SZA,2021.0,R&B / Neo Soul / Alternative R&B,,69,https://open.spotify.com/track/4AIiCP2scA6jt6jAKfkvTX,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Mike G ft G Eazy & Offset - Girls Gone Wild (Dirty).mp3,Mike G ft G Eazy & Offset - Girls Gone Wild (Dirty).mp3,Girls Gone Wild (Dirty),Mike G ft G Eazy & Offset,2023.0,Hip Hop / Trap / West Coast,,41,https://open.spotify.com/track/2D7diy0xyUWvXZCQGoTqNu,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Nick Jonas ft Anne-Marie & Mike Posner - Remember I Told You (Dirty).mp3,Nick Jonas ft Anne-Marie & Mike Posner - Remember I Told You (Dirty).mp3,Remember I Told You (Dirty),Nick Jonas ft Anne-Marie & Mike Posner,2017.0,Pop / Dance / R&B,,43,https://open.spotify.com/track/5T9G49pXWTV7SHMSksvfL4,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Lizzo ft Missy Elliott - Tempo (Dirty).mp3,Lizzo ft Missy Elliott - Tempo (Dirty).mp3,Tempo (Dirty),Lizzo ft Missy Elliott,2019.0,Hip Hop / R&B / Trap / Pop-Funk,,61,https://open.spotify.com/track/6nBQFAIVFmAx2oZ8p6lUg6,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Eminem - Superman (Dirty).mp3,Eminem - Superman (Dirty).mp3,Superman (Dirty),Eminem,2002.0,Hip Hop / Rap,,85,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Justin Bieber ft Daniel Caesar & Giveon - Peahces (Dirty).mp3,Justin Bieber ft Daniel Caesar & Giveon - Peahces (Dirty).mp3,Peaches (Dirty),Justin Bieber ft Daniel Caesar & Giveon,2021.0,Pop / R&B / Dance / Pop Rap,,52,https://open.spotify.com/track/5E75Cr0oqxGoX0YYwdC3nZ,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Suckarie & Clayton William - Drop It Down (Clean).mp3,Suckarie & Clayton William - Drop It Down (Clean).mp3,Drop It Down (Clean),Suckarie & Clayton William,2019.0,Reggae / Dancehall,,0,https://open.spotify.com/track/2wtaWs58IwVc6SKn3mD8yt,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Jodeci - Come & Talk To Me (Clean).mp3,Jodeci - Come & Talk To Me (Clean).mp3,Come & Talk To Me (Clean),Jodeci,1991.0,R&B / Contemporary R&B / Hip Hop Soul / New Jack Swing,,60,https://open.spotify.com/track/63uR29DnkNPUiorL30cHnj,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Tyga - Sheikh Talk (Dirty).mp3,Tyga - Sheikh Talk (Dirty).mp3,Sheikh Talk (Dirty),Tyga,2022.0,Hip Hop / Trap / West Coast,,55,https://open.spotify.com/track/34617Qo6OTu44BEEg2f9uG,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Drake - Find Your Love (Dirty).mp3,Drake - Find Your Love (Dirty).mp3,Find Your Love (Dirty),Drake,2010.0,Hip Hop / Trap / R&B,,62,https://open.spotify.com/track/18PSaTJMLkFNWnW0NWdOAW,발견 (유사도: 1.00)
/Users/mac/Downloads/djing/Don Toliver ft Lil Uzi Vert -  Donny Darko (Dirty).mp3,Don Toliver ft Lil Uzi Vert -  Donny Darko (Dirty).mp3,Donny Darko (Dirty),Don Toliver ft Lil Uzi Vert,2024.0,Hip Hop / Cloud Rap / Trap,,62,https://open.spotify.com/track/4Uho2PKf7lBRYfRasw1J0n,발견 (유사도: 1.00)
